
22081,4091.825697514
22090,3869.5830197529995
22089,4034.5613185529996
22098,3889.8063585430004
22096,4124.15723302
22105,3842.7148421419997
22104,3984.213192903
22113,3877.2205991079995
22112,4001.336614472
22121,3867.6262752569996
22120,3983.442783593
22129,3896.9153303049998
22128,4016.5206424089997
22136,4230.268853022
22097,4006.304249109
22097,4009.576200108
30113,9404.3596033
15213,4058.5192915000002
15234,4087.243967
15255,4107.784523
15276,4116.0641232
15297,4137.0553734
15318,4118.6723073
15339,4224.218036900001
15360,25073.5679191
9379,3092.9036313
9400,3082.9211503000006
20101,4361.5742682
20110,4475.3761608
15381,4509.9351516
20119,4494.375254900002
15402,4525.483818699999
20128,4475.4102295
15423,4501.4323179
20137,4632.2829440000005
15444,4489.915487400001
11835,4085.7516064
7605,1689.8602869000006
7614,1698.1745204
12915,4445.410377800001
7915,2555.2337749
7623,1735.7426049
7632,1726.3550666
7641,1719.5527324
7650,1726.9796549
7659,1723.7438914000002
12924,4481.893366200001
7924,2588.873667099999
8361,2394.5635697
15465,4434.840101500002
1769,473.00221299999976
17856,4373.626870200002
9379,3261.4926834
11853,4151.4035755
7668,1745.8286267999993
12933,4483.887377999999
7933,2579.0795641000004
8382,2354.4108244000017
15486,4451.143801999999
1778,481.72935160000634
17865,4388.071801699989
9400,3279.3333013999945
